Rk,Team,Date,Carries,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
2644,Betis,2025-04-05,187,@,Barcelona,es La Liga,D 1-1,1,1,0,27,1,0,0,0,187,959,504,12,8,2,14,7,198,13,Match Report
2645,Mallorca,2024-09-17,186,,Real Sociedad,es La Liga,W 1-0,1,0,+1,40,0,1,1,0,186,1226,513,12,9,1,11,13,288,18,Match Report
2646,Gladbach,2025-01-11,185,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,33,0,0,0,0,185,1058,426,5,3,3,9,7,258,15,Match Report
2647,Le Havre,2024-10-20,185,,Lyon,fr Ligue 1,L 0-4,0,4,-4,39,0,0,0,0,185,1093,613,16,9,0,10,4,254,29,Match Report
2648,West Ham,2025-02-22,185,@,Arsenal,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,185,1081,559,14,9,3,12,7,255,13,Match Report
2649,Alavés,2024-09-01,185,,Las Palmas,es La Liga,W 2-0,2,0,+2,30,2,0,1,1,185,1019,505,12,8,2,12,5,188,23,Match Report
2650,Ipswich Town,2025-03-08,185,@,Crystal Palace,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,185,1053,544,10,10,4,21,13,265,21,Match Report
2651,Holstein Kiel,2024-11-02,184,,Heidenheim,de Bundesliga,W 1-0,1,0,+1,45,1,0,0,0,184,1303,710,18,16,5,14,6,251,21,Match Report
2652,Genoa,2025-01-05,184,@,Lecce,it Serie A,D 0-0,0,0,0,37,0,0,0,0,184,1070,534,12,7,3,14,14,250,13,Match Report
2653,Espanyol,2024-10-05,184,,Mallorca,es La Liga,W 2-1,2,1,+1,40,2,0,0,0,184,1021,593,15,13,4,10,7,228,22,Match Report
2654,Valencia,2024-09-28,184,@,Real Sociedad,es La Liga,L 0-3,0,3,-3,39,0,0,0,0,184,1058,471,8,6,1,22,17,273,24,Match Report
2655,Valladolid,2024-12-20,183,@,Girona,es La Liga,L 0-3,0,3,-3,30,0,0,0,0,183,947,381,8,3,1,10,8,243,11,Match Report
2656,Holstein Kiel,2024-11-09,183,@,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,40,1,0,0,0,183,850,386,7,3,4,8,7,284,22,Match Report
2657,Southampton,2025-03-08,183,@,Liverpool,eng Premier League,L 1-3,1,3,-2,29,1,0,0,0,183,1377,774,12,7,2,10,9,214,12,Match Report
2658,Genoa,2024-10-19,183,,Bologna,it Serie A,D 2-2,2,2,0,39,2,0,0,0,183,858,431,8,5,2,15,5,199,23,Match Report
2659,Union Berlin,2024-08-24,183,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,183,837,341,3,7,1,17,6,242,28,Match Report
2660,Rayo Vallecano,2024-08-24,183,@,Getafe,es La Liga,D 0-0,0,0,0,52,0,0,0,0,183,988,493,11,3,2,17,11,217,21,Match Report
2661,Empoli,2024-09-20,183,@,Cagliari,it Serie A,W 2-0,2,0,+2,39,2,0,0,0,183,1008,429,9,3,2,14,11,217,25,Match Report
2662,Osasuna,2024-12-02,182,@,Sevilla,es La Liga,D 1-1,1,1,0,36,1,0,0,0,182,921,452,11,4,2,13,3,193,11,Match Report
2663,Holstein Kiel,2024-09-29,182,,Eint Frankfurt,de Bundesliga,L 2-4,2,4,-2,47,1,1,1,0,182,1030,543,12,10,2,10,5,321,24,Match Report
2664,Toulouse,2025-02-15,182,,Paris S-G,fr Ligue 1,L 0-1,0,1,-1,24,0,0,0,0,182,953,486,12,7,3,10,9,183,15,Match Report
2665,Angers,2024-10-20,182,@,Toulouse,fr Ligue 1,D 1-1,1,1,0,35,1,0,1,1,182,1125,631,17,14,4,19,5,213,27,Match Report
2666,Lazio,2025-01-10,182,,Como,it Serie A,D 1-1,1,1,0,37,1,0,0,0,182,966,501,13,8,6,14,11,221,28,Match Report
2667,Alavés,2025-04-05,182,@,Girona,es La Liga,W 1-0,1,0,+1,36,1,0,0,0,182,838,459,14,8,7,6,5,232,20,Match Report
2668,Nott'ham Forest,2024-11-23,182,@,Arsenal,eng Premier League,L 0-3,0,3,-3,34,0,0,0,0,182,1238,635,13,13,5,9,9,251,24,Match Report
2669,Wolfsburg,2025-01-18,181,@,Bayern Munich,de Bundesliga,L 2-3,2,3,-1,29,2,0,0,0,181,756,245,3,2,2,12,4,220,10,Match Report
2670,Leicester City,2024-12-26,181,@,Liverpool,eng Premier League,L 1-3,1,3,-2,32,1,0,0,0,181,1017,535,7,6,0,9,9,255,11,Match Report
2671,Bochum,2024-10-27,181,,Bayern Munich,de Bundesliga,L 0-5,0,5,-5,28,0,0,0,0,181,790,352,8,2,2,14,7,202,14,Match Report
2672,Parma,2024-12-01,181,,Lazio,it Serie A,W 3-1,3,1,+2,28,3,0,0,0,181,1044,554,16,7,4,12,6,165,19,Match Report
2673,Augsburg,2024-11-22,180,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,20,0,0,0,0,180,900,336,1,3,0,20,12,171,12,Match Report
2674,Hellas Verona,2025-03-15,180,@,Udinese,it Serie A,W 1-0,1,0,+1,36,1,0,0,0,180,1006,499,10,5,0,14,7,215,18,Match Report
2675,Hellas Verona,2025-03-09,180,,Bologna,it Serie A,L 1-2,1,2,-1,33,1,0,0,0,180,840,428,6,4,1,18,12,193,16,Match Report
2676,Alavés,2025-03-08,180,,Villarreal,es La Liga,W 1-0,1,0,+1,32,1,0,0,0,180,828,427,10,5,1,22,5,186,22,Match Report
2677,Torino,2024-10-25,179,,Como,it Serie A,W 1-0,1,0,+1,32,1,0,0,0,179,865,409,13,7,1,15,10,228,20,Match Report
2678,Alavés,2024-11-23,179,@,Atlético Madrid,es La Liga,L 1-2,1,2,-1,30,0,1,1,0,179,1047,506,6,3,1,19,5,190,14,Match Report
2679,Valencia,2024-08-17,179,,Barcelona,es La Liga,L 1-2,1,2,-1,37,1,0,0,0,179,1211,623,17,9,2,13,5,271,18,Match Report
2680,Lecce,2024-08-31,179,,Cagliari,it Serie A,W 1-0,1,0,+1,35,1,0,0,0,179,1082,480,14,7,8,9,5,189,16,Match Report
2681,Udinese,2024-12-09,178,@,Monza,it Serie A,W 2-1,2,1,+1,33,2,0,0,0,178,1301,733,16,5,6,10,8,217,19,Match Report
2682,Mallorca,2024-12-03,178,,Barcelona,es La Liga,L 1-5,1,5,-4,41,1,0,0,0,178,1056,425,10,4,3,12,7,258,26,Match Report
2683,Holstein Kiel,2025-04-05,178,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,42,1,0,0,0,178,859,422,14,8,5,20,7,239,25,Match Report
2684,Genoa,2024-08-24,178,@,Monza,it Serie A,W 1-0,1,0,+1,31,1,0,0,0,178,1046,557,14,14,2,14,4,221,19,Match Report
2685,Empoli,2024-08-25,178,@,Roma,it Serie A,W 2-1,2,1,+1,27,1,1,1,0,178,1156,690,14,9,7,12,9,186,17,Match Report
2686,Espanyol,2025-04-04,178,@,Rayo Vallecano,es La Liga,W 4-0,4,0,+4,31,3,1,1,0,178,1157,720,15,13,4,15,7,193,25,Match Report
2687,Leverkusen,2024-09-28,178,@,Bayern Munich,de Bundesliga,D 1-1,1,1,0,31,1,0,0,0,178,741,297,5,3,1,12,9,253,14,Match Report
2688,Las Palmas,2024-11-30,177,@,Barcelona,es La Liga,W 2-1,2,1,+1,31,2,0,0,0,177,962,506,10,4,4,13,3,192,13,Match Report
2689,Angers,2025-02-09,177,,Marseille,fr Ligue 1,L 0-2,0,2,-2,22,0,0,0,0,177,965,401,6,5,2,15,7,191,9,Match Report
2690,West Ham,2025-02-03,177,@,Chelsea,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,177,842,362,6,5,2,11,10,219,18,Match Report
2691,Cagliari,2025-01-11,177,@,Milan,it Serie A,D 1-1,1,1,0,32,1,0,0,0,177,977,556,7,10,0,14,11,198,15,Match Report
2692,Valladolid,2024-11-10,176,,Athletic Club,es La Liga,D 1-1,1,1,0,34,1,0,0,0,176,1014,508,10,7,0,12,0,217,15,Match Report
2693,Bologna,2024-11-24,176,@,Lazio,it Serie A,L 0-3,0,3,-3,30,0,0,0,0,176,991,437,7,6,1,12,4,201,15,Match Report
2694,Monza,2024-10-06,176,,Roma,it Serie A,D 1-1,1,1,0,35,1,0,0,0,176,809,284,5,6,1,12,18,250,20,Match Report
2695,Montpellier,2024-09-28,176,@,Monaco,fr Ligue 1,L 1-2,1,2,-1,35,1,0,0,0,176,1004,446,12,7,5,13,14,207,31,Match Report
2696,Angers,2025-04-05,176,@,Paris S-G,fr Ligue 1,L 0-1,0,1,-1,19,0,0,0,0,176,1082,478,11,5,3,12,12,168,12,Match Report
2697,Hoffenheim,2025-03-01,175,@,Bochum,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,175,643,244,4,3,1,16,8,204,22,Match Report
2698,Augsburg,2025-03-08,175,@,Dortmund,de Bundesliga,W 1-0,1,0,+1,29,1,0,0,0,175,894,431,12,2,3,18,13,180,16,Match Report
2699,Valladolid,2024-10-18,175,@,Alavés,es La Liga,W 3-2,3,2,+1,38,1,2,2,0,175,966,507,9,2,4,18,4,182,12,Match Report
2700,Montpellier,2024-11-10,175,,Brest,fr Ligue 1,W 3-1,3,1,+2,33,2,1,2,1,175,758,365,4,6,1,10,6,189,14,Match Report
2701,Genoa,2024-08-17,175,,Inter,it Serie A,D 2-2,2,2,0,32,2,0,1,1,175,1014,439,9,7,1,14,7,183,15,Match Report
2702,Hellas Verona,2024-09-29,174,@,Como,it Serie A,L 2-3,2,3,-1,29,1,1,1,0,174,913,386,5,5,0,12,7,185,17,Match Report
2703,Valladolid,2025-02-23,174,@,Athletic Club,es La Liga,L 1-7,1,7,-6,43,1,0,0,0,174,1119,555,7,6,2,8,5,268,14,Match Report
2704,Le Havre,2025-03-01,174,@,Lens,fr Ligue 1,W 4-3,4,3,+1,31,3,1,1,0,174,1295,772,16,9,4,9,9,218,21,Match Report
2705,Getafe,2024-09-14,174,@,Sevilla,es La Liga,L 0-1,0,1,-1,40,0,0,0,0,174,940,497,10,3,2,18,15,207,25,Match Report
2706,Union Berlin,2025-01-19,174,,Mainz 05,de Bundesliga,W 2-1,2,1,+1,34,1,1,1,0,174,779,329,7,6,0,10,7,214,23,Match Report
2707,Empoli,2024-08-17,174,,Monza,it Serie A,D 0-0,0,0,0,39,0,0,0,0,174,939,463,8,9,3,17,6,194,34,Match Report
2708,Ipswich Town,2025-01-05,174,@,Fulham,eng Premier League,D 2-2,2,2,0,27,1,1,1,0,174,1165,551,11,9,2,12,10,205,17,Match Report
2709,Aston Villa,2025-01-18,173,@,Arsenal,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,173,1174,593,10,5,3,14,8,201,15,Match Report
2710,Alavés,2024-09-28,173,@,Getafe,es La Liga,L 0-2,0,2,-2,54,0,0,0,0,173,675,345,2,5,1,26,4,167,16,Match Report
2711,Freiburg,2025-01-14,173,@,Eint Frankfurt,de Bundesliga,L 1-4,1,4,-3,36,1,0,0,0,173,987,508,12,4,3,11,11,262,23,Match Report
2712,Espanyol,2025-02-01,173,,Real Madrid,es La Liga,W 1-0,1,0,+1,24,1,0,0,0,173,1243,763,16,10,2,9,4,194,17,Match Report
2713,Nantes,2024-08-25,173,,Auxerre,fr Ligue 1,W 2-0,2,0,+2,36,2,0,0,0,173,1067,535,15,14,7,12,13,239,27,Match Report
2714,Torino,2025-02-14,172,@,Bologna,it Serie A,L 2-3,2,3,-1,35,2,0,0,0,172,793,299,8,4,4,7,4,168,17,Match Report
2715,Bologna,2024-09-28,172,,Atalanta,it Serie A,D 1-1,1,1,0,36,1,0,0,0,172,911,426,10,0,1,15,9,232,17,Match Report
2716,Leicester City,2024-09-28,172,@,Arsenal,eng Premier League,L 2-4,2,4,-2,26,2,0,0,0,172,785,391,4,2,1,12,8,192,13,Match Report
2717,Espanyol,2024-11-23,172,@,Girona,es La Liga,L 1-4,1,4,-3,25,1,0,0,0,172,1070,598,11,10,1,14,6,193,25,Match Report
2718,Udinese,2024-08-24,171,,Lazio,it Serie A,W 2-1,2,1,+1,34,2,0,0,0,171,1010,517,9,8,3,13,4,200,14,Match Report
2719,Crystal Palace,2024-10-27,171,,Tottenham,eng Premier League,W 1-0,1,0,+1,34,1,0,0,0,171,1017,491,15,6,5,12,12,179,33,Match Report
2720,Wolfsburg,2024-11-10,171,@,Heidenheim,de Bundesliga,W 3-1,3,1,+2,35,3,0,0,0,171,1091,495,11,9,3,7,10,208,23,Match Report
2721,Brentford,2024-12-15,170,@,Chelsea,eng Premier League,L 1-2,1,2,-1,38,1,0,0,0,170,820,372,8,3,1,15,8,260,38,Match Report
2722,Heidenheim,2024-12-07,169,@,Bayern Munich,de Bundesliga,L 2-4,2,4,-2,18,2,0,0,0,169,708,296,3,1,0,17,4,154,7,Match Report
2723,Getafe,2025-03-16,169,@,Osasuna,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,169,832,412,9,5,1,28,8,236,26,Match Report
2724,Espanyol,2025-02-09,169,@,Real Sociedad,es La Liga,L 1-2,1,2,-1,32,0,1,1,0,169,1080,586,12,8,4,21,8,190,10,Match Report
2725,Las Palmas,2025-02-22,168,,Barcelona,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,168,827,450,9,2,3,18,8,202,14,Match Report
2726,Hellas Verona,2025-01-04,168,,Udinese,it Serie A,D 0-0,0,0,0,37,0,0,0,0,168,867,297,3,4,1,15,6,210,13,Match Report
2727,Union Berlin,2024-10-05,168,,Dortmund,de Bundesliga,W 2-1,2,1,+1,33,1,1,1,0,168,1066,536,10,7,5,13,5,203,15,Match Report
2728,Leganés,2025-01-31,168,,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,34,0,0,1,1,168,762,339,4,2,0,16,8,221,15,Match Report
2729,Roma,2025-01-05,168,,Lazio,it Serie A,W 2-0,2,0,+2,33,2,0,0,0,168,933,456,6,6,1,14,4,228,19,Match Report
2730,Union Berlin,2024-11-02,167,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,23,0,0,0,0,167,709,267,3,2,1,9,8,192,11,Match Report
2731,Leganés,2024-11-30,167,@,Alavés,es La Liga,D 1-1,1,1,0,40,1,0,0,0,167,971,506,16,6,6,12,11,188,19,Match Report
2732,Empoli,2025-03-29,167,@,Como,it Serie A,D 1-1,1,1,0,29,1,0,0,0,167,657,327,6,5,2,14,4,173,20,Match Report
2733,Real Sociedad,2025-03-02,167,@,Barcelona,es La Liga,L 0-4,0,4,-4,24,0,0,0,0,167,801,260,1,1,0,14,6,178,6,Match Report
2734,Crystal Palace,2024-11-23,166,@,Aston Villa,eng Premier League,D 2-2,2,2,0,31,2,0,0,0,166,1002,521,16,7,3,12,6,191,20,Match Report
2735,Empoli,2024-11-25,166,,Udinese,it Serie A,D 1-1,1,1,0,30,1,0,0,0,166,1048,457,10,8,1,17,6,208,17,Match Report
2736,Real Sociedad,2024-09-01,166,@,Getafe,es La Liga,D 0-0,0,0,0,47,0,0,0,0,166,861,431,4,3,1,13,8,222,20,Match Report
2737,Lecce,2025-02-09,166,,Bologna,it Serie A,D 0-0,0,0,0,42,0,0,0,0,166,965,389,9,8,2,18,3,239,19,Match Report
2738,Auxerre,2024-11-08,165,@,Marseille,fr Ligue 1,W 3-1,3,1,+2,26,3,0,0,0,165,1034,587,15,7,5,10,12,159,17,Match Report
2739,Fiorentina,2025-02-06,164,,Inter,it Serie A,W 3-0,3,0,+3,29,3,0,0,0,164,933,362,11,7,5,18,8,195,22,Match Report
2740,Leganés,2024-12-22,164,,Villarreal,es La Liga,L 2-5,2,5,-3,36,1,1,1,0,164,879,404,7,7,1,12,9,234,14,Match Report
2741,Wolfsburg,2024-10-05,163,@,Bochum,de Bundesliga,W 3-1,3,1,+2,42,3,0,1,1,163,1001,438,12,12,4,9,10,218,27,Match Report
2742,RB Leipzig,2024-12-20,163,@,Bayern Munich,de Bundesliga,L 1-5,1,5,-4,29,1,0,0,0,163,929,479,11,3,3,14,11,243,16,Match Report
2743,Everton,2024-09-14,163,@,Aston Villa,eng Premier League,L 2-3,2,3,-1,28,2,0,0,0,163,962,501,14,2,7,13,8,202,16,Match Report
2744,Nott'ham Forest,2025-04-01,163,,Manchester Utd,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,163,1170,602,13,5,4,18,9,239,24,Match Report
2745,Parma,2024-08-17,163,,Fiorentina,it Serie A,D 1-1,1,1,0,39,1,0,0,0,163,872,524,17,5,8,17,5,215,23,Match Report
2746,Hellas Verona,2024-11-29,162,@,Cagliari,it Serie A,L 0-1,0,1,-1,37,0,0,0,0,162,1290,545,15,10,2,13,13,215,34,Match Report
2747,Hellas Verona,2024-08-18,162,,Napoli,it Serie A,W 3-0,3,0,+3,33,3,0,0,0,162,921,390,5,4,2,9,5,194,18,Match Report
2748,Genoa,2024-10-31,162,,Fiorentina,it Serie A,L 0-1,0,1,-1,33,0,0,0,0,162,855,461,9,7,1,15,2,178,21,Match Report
2749,St. Pauli,2024-12-21,161,@,Stuttgart,de Bundesliga,W 1-0,1,0,+1,28,1,0,1,1,161,1141,531,16,11,3,11,5,201,16,Match Report
2750,Wolves,2024-10-20,161,,Manchester City,eng Premier League,L 1-2,1,2,-1,23,1,0,0,0,161,916,478,7,3,3,7,10,157,8,Match Report
2751,Nott'ham Forest,2025-02-26,161,,Arsenal,eng Premier League,D 0-0,0,0,0,36,0,0,0,0,161,965,465,7,7,2,11,10,212,20,Match Report
2752,Osasuna,2024-09-16,160,@,Rayo Vallecano,es La Liga,L 1-3,1,3,-2,35,1,0,0,0,160,826,403,9,6,3,17,10,168,19,Match Report
2753,Arsenal,2024-09-15,160,@,Tottenham,eng Premier League,W 1-0,1,0,+1,37,1,0,0,0,160,958,500,12,4,7,7,12,233,16,Match Report
2754,Getafe,2025-02-14,160,@,Girona,es La Liga,W 2-1,2,1,+1,29,2,0,0,0,160,759,297,4,5,0,13,9,165,12,Match Report
2755,Brest,2024-09-14,160,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,33,0,1,1,0,160,882,370,7,5,2,13,8,264,18,Match Report
2756,Udinese,2024-12-14,159,,Napoli,it Serie A,L 1-3,1,3,-2,30,1,0,1,1,159,785,330,7,3,1,8,9,183,15,Match Report
2757,Cagliari,2024-10-06,159,@,Juventus,it Serie A,D 1-1,1,1,0,27,0,1,1,0,159,935,508,14,7,3,10,12,205,22,Match Report
2758,Parma,2025-02-22,158,,Bologna,it Serie A,W 2-0,2,0,+2,26,1,1,1,0,158,918,467,10,5,4,21,7,141,14,Match Report
2759,Osasuna,2024-09-28,157,,Barcelona,es La Liga,W 4-2,4,2,+2,27,3,1,1,0,157,895,438,15,9,9,16,9,160,23,Match Report
2760,Getafe,2025-01-26,157,@,Real Sociedad,es La Liga,W 3-0,3,0,+3,44,3,0,0,0,157,685,286,5,3,2,30,13,205,26,Match Report
2761,Everton,2024-12-22,157,,Chelsea,eng Premier League,D 0-0,0,0,0,25,0,0,0,0,157,951,345,7,5,2,10,12,162,10,Match Report
2762,Hellas Verona,2024-12-30,156,@,Bologna,it Serie A,W 3-2,3,2,+1,33,2,0,0,0,156,837,343,6,7,4,18,7,165,20,Match Report
2763,Union Berlin,2025-03-30,156,@,Freiburg,de Bundesliga,W 2-1,2,1,+1,28,2,0,0,0,156,750,299,6,3,2,14,4,167,24,Match Report
2764,Reims,2025-01-25,156,@,Paris S-G,fr Ligue 1,D 1-1,1,1,0,22,1,0,0,0,156,1081,569,17,6,7,15,7,158,19,Match Report
2765,Nott'ham Forest,2024-12-29,156,@,Everton,eng Premier League,W 2-0,2,0,+2,36,2,0,0,0,156,1084,572,9,10,1,20,13,203,21,Match Report
2766,Lecce,2025-03-08,156,,Milan,it Serie A,L 2-3,2,3,-1,30,2,0,0,0,156,966,558,11,7,1,11,2,183,19,Match Report
2767,Marseille,2024-09-22,155,@,Lyon,fr Ligue 1,W 3-2,3,2,+1,37,3,0,0,0,155,988,448,11,1,1,14,4,255,12,Match Report
2768,Bochum,2024-12-14,155,@,Union Berlin,de Bundesliga,W 2-0,2,0,+2,31,1,0,0,0,155,789,310,3,4,1,16,8,162,17,Match Report
2769,Ipswich Town,2025-02-15,155,@,Aston Villa,eng Premier League,D 1-1,1,1,0,25,1,0,0,0,155,791,364,10,3,2,12,8,172,6,Match Report
2770,St. Pauli,2024-09-28,154,@,Freiburg,de Bundesliga,W 3-0,3,0,+3,27,3,0,0,0,154,759,379,6,9,1,13,8,167,14,Match Report
2771,RB Leipzig,2025-03-15,154,,Dortmund,de Bundesliga,W 2-0,2,0,+2,34,2,0,0,0,154,864,465,6,6,3,20,9,221,24,Match Report
2772,Hellas Verona,2025-03-03,153,@,Juventus,it Serie A,L 0-2,0,2,-2,25,0,0,0,0,153,893,444,8,8,3,19,4,154,15,Match Report
2773,Crystal Palace,2025-02-02,153,@,Manchester Utd,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,153,685,241,8,7,2,9,10,203,20,Match Report
2774,Espanyol,2024-09-21,153,@,Real Madrid,es La Liga,L 1-4,1,4,-3,27,0,0,0,0,153,899,470,6,7,3,16,2,192,17,Match Report
2775,Ipswich Town,2025-04-05,153,,Wolves,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,153,824,379,3,6,1,18,5,265,27,Match Report
2776,Getafe,2024-10-20,152,@,Villarreal,es La Liga,D 1-1,1,1,0,44,0,1,1,0,152,936,408,8,12,4,14,8,219,23,Match Report
2777,Getafe,2024-08-15,152,@,Athletic Club,es La Liga,D 1-1,1,1,0,32,1,0,0,0,152,868,347,4,7,1,15,7,138,11,Match Report
2778,Brest,2024-09-22,152,,Toulouse,fr Ligue 1,W 2-0,2,0,+2,43,2,0,0,0,152,886,371,11,5,4,11,7,284,27,Match Report
2779,Augsburg,2025-01-19,150,@,Werder Bremen,de Bundesliga,W 2-0,2,0,+2,29,2,0,0,0,150,795,416,7,8,1,12,9,202,20,Match Report
2780,Valladolid,2024-12-13,150,,Valencia,es La Liga,W 1-0,1,0,+1,33,1,0,0,0,150,843,359,3,6,2,13,6,220,22,Match Report
2781,Valladolid,2024-08-31,150,@,Barcelona,es La Liga,L 0-7,0,7,-7,30,0,0,0,0,150,867,428,10,7,2,8,13,200,20,Match Report
2782,Alavés,2025-03-14,150,@,Las Palmas,es La Liga,D 2-2,2,2,0,39,2,0,0,0,150,808,332,6,9,2,18,2,214,23,Match Report
2783,Espanyol,2024-11-30,150,,Celta Vigo,es La Liga,W 3-1,3,1,+2,22,3,0,0,0,150,1157,510,12,8,7,14,10,138,18,Match Report
2784,Valladolid,2025-02-07,149,@,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,31,0,0,0,0,149,827,369,6,4,1,15,3,185,14,Match Report
2785,Auxerre,2025-02-22,149,,Marseille,fr Ligue 1,W 3-0,3,0,+3,21,2,1,1,0,149,894,454,12,5,5,13,4,138,12,Match Report
2786,Angers,2024-10-04,149,@,Marseille,fr Ligue 1,D 1-1,1,1,0,24,1,0,0,0,149,1017,580,14,7,4,12,3,194,15,Match Report
2787,Holstein Kiel,2025-01-14,148,,Dortmund,de Bundesliga,W 4-2,4,2,+2,25,4,0,0,0,148,814,328,7,6,6,18,4,146,19,Match Report
2788,Crystal Palace,2025-02-25,148,,Aston Villa,eng Premier League,W 4-1,4,1,+3,36,4,0,0,0,148,783,382,12,6,5,9,4,200,22,Match Report
2789,Venezia,2024-12-08,148,,Como,it Serie A,D 2-2,2,2,0,35,2,0,0,0,148,809,360,7,6,2,16,14,161,22,Match Report
2790,Everton,2025-04-02,148,@,Liverpool,eng Premier League,L 0-1,0,1,-1,27,0,0,0,0,148,963,571,13,7,2,12,8,143,9,Match Report
2791,Valencia,2025-01-26,148,@,Barcelona,es La Liga,L 1-7,1,7,-6,29,1,0,0,0,148,594,280,3,3,2,17,7,212,33,Match Report
2792,Osasuna,2025-03-27,147,@,Barcelona,es La Liga,L 0-3,0,3,-3,26,0,0,0,0,147,711,305,7,5,0,11,10,190,14,Match Report
2793,Leganés,2024-12-15,147,@,Barcelona,es La Liga,W 1-0,1,0,+1,21,1,0,0,0,147,784,419,5,6,2,20,2,129,11,Match Report
2794,Arsenal,2024-09-22,146,@,Manchester City,eng Premier League,D 2-2,2,2,0,23,2,0,0,0,146,801,473,11,1,2,12,6,154,11,Match Report
2795,Reims,2024-09-21,146,,Paris S-G,fr Ligue 1,D 1-1,1,1,0,22,1,0,0,0,146,917,468,15,13,1,16,10,165,12,Match Report
2796,Rayo Vallecano,2024-08-18,146,@,Real Sociedad,es La Liga,W 2-1,2,1,+1,34,2,0,0,0,146,789,404,13,10,4,12,8,165,20,Match Report
2797,Mainz 05,2024-12-21,144,@,Eint Frankfurt,de Bundesliga,W 3-1,3,1,+2,30,2,0,0,0,144,864,360,8,6,6,12,7,168,10,Match Report
2798,Las Palmas,2024-12-15,143,@,Real Sociedad,es La Liga,D 0-0,0,0,0,39,0,0,0,0,143,611,301,6,7,3,13,3,196,18,Match Report
2799,Valladolid,2024-11-22,143,@,Getafe,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,143,838,411,10,3,5,16,6,177,22,Match Report
2800,Montpellier,2025-01-26,143,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,34,2,0,0,0,143,838,345,3,5,0,15,7,190,21,Match Report
2801,Alavés,2024-12-22,143,@,Valencia,es La Liga,D 2-2,2,2,0,38,1,1,1,0,143,671,268,4,5,1,19,11,214,24,Match Report
2802,Mainz 05,2024-08-31,143,@,Stuttgart,de Bundesliga,D 3-3,3,3,0,37,2,1,1,0,143,586,252,3,4,0,9,10,243,27,Match Report
2803,Valencia,2025-01-19,143,,Real Sociedad,es La Liga,W 1-0,1,0,+1,36,1,0,0,0,143,864,417,13,6,6,13,7,208,15,Match Report
2804,Getafe,2025-01-18,142,,Barcelona,es La Liga,D 1-1,1,1,0,23,1,0,0,0,142,724,388,7,6,1,20,4,126,13,Match Report
2805,Bochum,2024-09-27,142,@,Dortmund,de Bundesliga,L 2-4,2,4,-2,34,2,0,0,0,142,820,431,8,8,5,11,8,217,17,Match Report
2806,Nott'ham Forest,2024-12-07,142,@,Manchester Utd,eng Premier League,W 3-2,3,2,+1,29,3,0,0,0,142,736,367,8,6,4,12,5,170,13,Match Report
2807,Lens,2024-09-01,142,@,Monaco,fr Ligue 1,D 1-1,1,1,0,38,0,1,1,0,142,770,401,7,10,1,17,11,210,32,Match Report
2808,Augsburg,2024-10-26,140,,Dortmund,de Bundesliga,W 2-1,2,1,+1,25,2,0,0,0,140,685,345,11,10,3,18,9,169,25,Match Report
2809,Wolfsburg,2024-09-22,140,@,Leverkusen,de Bundesliga,L 3-4,3,4,-1,22,2,0,0,0,140,601,256,4,10,2,15,8,156,18,Match Report
2810,Valladolid,2024-09-21,139,,Real Sociedad,es La Liga,D 0-0,0,0,0,36,0,0,0,0,139,959,471,13,6,4,8,12,220,24,Match Report
2811,Empoli,2025-01-25,138,,Bologna,it Serie A,D 1-1,1,1,0,37,1,0,0,0,138,745,343,5,3,1,18,15,182,23,Match Report
2812,Empoli,2024-10-30,138,,Inter,it Serie A,L 0-3,0,3,-3,23,0,0,0,0,138,690,282,4,2,3,13,7,180,13,Match Report
2813,Nantes,2025-04-04,137,@,Nice,fr Ligue 1,W 2-1,2,1,+1,24,2,0,0,0,137,725,365,6,5,2,17,13,143,14,Match Report
2814,Espanyol,2025-01-25,136,@,Sevilla,es La Liga,D 1-1,1,1,0,26,1,0,0,0,136,878,459,8,6,2,13,4,149,7,Match Report
2815,Valencia,2024-10-27,136,@,Getafe,es La Liga,D 1-1,1,1,0,36,1,0,0,0,136,651,230,2,2,0,18,4,137,10,Match Report
